"ven_lati","ven_long","ven_vlrnot"
"-3.742668","-38.532633","1214.86"
"-3.742668","-38.526938","38.88"
"-3.742667","-38.563484","54.78"
"-3.74266","-38.532658","56.59"
"-3.742654","-38.563387","33.88"
"-3.742651","-38.5369","67.77"
"-3.742647","-38.547563","19.88"
"-3.742638","-38.532318","46.79"
"-3.742636","-38.563259","39.59"
"-3.7426348","-38.5476087","139.4"
"-3.742615","-38.540711","42.79"
"-3.74261","-38.561394","23.89"
"-3.742586","-38.534787","304.55"
"-3.74258","-38.540997","340.95"
"-3.742579","-38.540933","91.6"
"-3.742577","-38.540723","1039.17"
"-3.742569","-38.557187","655.54"
"-3.742569","-38.555166","72.69"
"-3.742568","-38.586615","83.94"
"-3.742564","-38.559566","34.59"
"-3.742563","-38.547599","30.89"
"-3.742562","-38.533359","40.78"
"-3.742558","-38.565114","73.8"
"-3.742554","-38.558824","28.48"
"-3.742551","-38.547489","88.09"
"-3.742547","-38.54109","64.7"
"-3.742546","-38.540719","44.8"
"-3.742542","-38.554667","78.94"
"-3.742527","-38.567284","126.5"
"-3.742525","-38.541114","57.79"
"-3.742515","-38.564485","78.66"
"-3.742512","-38.547235","35.78"
"-3.742508","-38.532083","163.78"
"-3.742501","-38.594196","48.89"
"-3.7425","-38.54113","116.49"
"-3.74249","-38.567292","31.89"
"-3.742488","-38.527677","138.29"
"-3.742485","-38.558204","129.34"
"-3.742483","-38.562386","270.19"
"-3.742478","-38.55572","984.31"
"-3.742474","-38.541042","719.04"
"-3.742472","-38.541104","104.67"
"-3.742465","-38.54126","823.30"
"-3.742465","-38.541069","52.89"
"-3.742462","-38.56239","187.78"
"-3.742462","-38.541086","188.59"
"-3.742456","-38.542347","20.89"
"-3.742455","-38.562307","47.78"
"-3.742453","-38.566953","37.8"
"-3.74245","-38.58851","39.88"
"-3.74245","-38.567338","329.78"
"-3.742449","-38.553755","27.89"
"-3.742448","-38.541053","418.60"
"-3.742446","-38.562748","152.62"
"-3.742445","-38.538084","36.8"
"-3.74244","-38.541118","87.67"
"-3.742437","-38.547737","66.66"
"-3.742436","-38.541237","1376.33"
"-3.742435","-38.553381","20.89"
"-3.742427","-38.567029","61.7"
"-3.742425","-38.540547","992.54"
"-3.742424","-38.590406","46.79"
"-3.742424","-38.541039","468.75"
"-3.7424238","-38.5904057","50.79"
"-3.742423","-38.541042","83.2"
"-3.742423","-38.541039","1016.11"
"-3.742419","-38.564984","68.69"
"-3.742413","-38.554465","319.26"
"-3.742408","-38.532398","84.04"
"-3.742406","-38.541179","32.89"
"-3.742403","-38.54105","32.89"
"-3.742402","-38.538089","614.08"
"-3.742401","-38.565736","40.88"
"-3.742399","-38.541053","8037.27"
"-3.7423986","-38.5410526","213.8"
"-3.742398","-38.532023","266.48"
"-3.742395","-38.560777","99.7"
"-3.742395","-38.541284","153.58"
"-3.742395","-38.541104","34.88"
"-3.742395","-38.541075","1657.50"
"-3.742395","-38.541074","39.8"
"-3.742394","-38.541075","528.81"
"-3.742393","-38.557649","141.41"
"-3.742391","-38.554038","23.89"
"-3.74239","-38.55598","83.76"
"-3.742382","-38.562615","70.7"
"-3.742381","-38.551403","17.9"
"-3.742381","-38.53709","22.79"
"-3.7423785","-38.554055","320.27"
"-3.7423775","-38.5581503","50.8"
"-3.742374","-38.542391","34.3"
"-3.742372","-38.555831","94.4"
"-3.742371","-38.555831","35.4"
"-3.742371","-38.541048","132.04"
"-3.742365","-38.560781","37.38"
"-3.742361","-38.541271","137.51"
"-3.7423605","-38.5410774","2381.09"
"-3.742354","-38.590179","274.45"
"-3.742354","-38.536059","1879.17"
"-3.742352","-38.512993","400.56"
"-3.742349","-38.554283","163.40"
"-3.742347","-38.541075","6336.11"
"-3.742345","-38.563929","173.08"
"-3.74234","-38.567057","235.09"
"-3.74234","-38.54108","30.89"
"-3.742337","-38.566543","111.7"
"-3.742337","-38.554399","582.61"
"-3.742334","-38.567064","118.09"
"-3.742334","-38.541621","243.98"
"-3.742333","-38.561058","27.88"
"-3.742333","-38.541048","92.64"
"-3.742331","-38.541019","87.69"
"-3.74233","-38.547495","49.31"
"-3.742329","-38.541042","64.47"
"-3.742328","-38.567011","5513.37"
"-3.74232","-38.564294","1158.74"
"-3.742319","-38.567049","548.00"
"-3.7423185","-38.5670487","154.41"
"-3.742318","-38.563926","28.89"
"-3.742317","-38.567059","1707.33"
"-3.7423168","-38.5670588","79.6"
"-3.742315","-38.551279","20.88"
"-3.742314","-38.566448","248.3"
"-3.742312","-38.563921","516.41"
"-3.7423116","-38.5639209","81.7"
"-3.74231","-38.551273","28.9"
"-3.742307","-38.565535","53.79"
"-3.742305","-38.534551","338.65"
"-3.742302","-38.541045","80.67"
"-3.742299","-38.567063","216.48"
"-3.742296","-38.557918","1209.42"
"-3.742295","-38.554325","372.51"
"-3.742292","-38.535992","2403.75"
"-3.7422912","-38.5579326","106.01"
"-3.742291","-38.547493","20.89"
"-3.742291","-38.541205","33.88"
"-3.742291","-38.535992","44.8"
"-3.74229","-38.562466","32.78"
"-3.74229","-38.541235","999.71"
"-3.742288","-38.542307","61.6"
"-3.742285","-38.541118","65.14"
"-3.742277","-38.534331","109.42"
"-3.742266","-38.555863","102.83"
"-3.742264","-38.548634","56.63"
"-3.742261","-38.541308","28.69"
"-3.74226","-38.547475","216.03"
"-3.742256","-38.537924","108.48"
"-3.742256","-38.522495","150.46"
"-3.742252","-38.557109","52.79"
"-3.742246","-38.544357","52.79"
"-3.742242","-38.555769","377.15"
"-3.74224","-38.556975","63.59"
"-3.74224","-38.541198","44.79"
"-3.742232","-38.564592","20.89"
"-3.742226","-38.531084","159.47"
"-3.742221","-38.54882","46.81"
"-3.742217","-38.536032","189.68"
"-3.742216","-38.563951","98.59"
"-3.742216","-38.536007","46.9"
"-3.742209","-38.535936","342.96"
"-3.742208","-38.564606","417.56"
"-3.742202","-38.5632792","92.1"
"-3.742202","-38.553746","52.78"
"-3.742192","-38.552932","16.89"
"-3.742189","-38.555816","111.4"
"-3.742187","-38.563259","540.14"
"-3.742187","-38.527354","56.09"
"-3.742185","-38.534172","77.8"
"-3.742183","-38.544542","65.69"
"-3.742183","-38.541072","91.38"
"-3.742182","-38.534161","866.70"
"-3.742172","-38.541422","23.89"
"-3.742169","-38.555055","99.97"
"-3.742168","-38.554832","135.39"
"-3.742165","-38.535903","152.69"
"-3.742164","-38.564413","127.65"
"-3.742159","-38.590066","104.49"
"-3.742158","-38.541113","392.33"
"-3.742155","-38.561225","284.95"
"-3.742153","-38.548788","27.79"
"-3.742149","-38.560183","60.69"
"-3.742145","-38.564371","74.7"
"-3.742132","-38.554805","210.98"
"-3.742125","-38.56166","1288.99"
"-3.742121","-38.541333","44.9"
"-3.74211","-38.528056","830.11"
"-3.742086","-38.548251","52.79"
"-3.742085","-38.555436","37.88"
"-3.7420793","-38.5230197","98.49"
"-3.742078","-38.53494","41.68"
"-3.742067","-38.53134","29.88"
"-3.742064","-38.586372","306.07"
"-3.742064","-38.563043","501.26"
"-3.742064","-38.552491","57.58"
"-3.742062","-38.559259","283.04"
"-3.742049","-38.55501","83.56"
"-3.742038","-38.590039","116.96"
"-3.742037","-38.552035","98.45"
"-3.742036","-38.547505","48.3"
"-3.742032","-38.592143","81.76"
"-3.742032","-38.531763","94.29"
"-3.742029","-38.545075","95.68"
"-3.742022","-38.545074","1143.85"
"-3.742022","-38.53099","648.09"
"-3.742021","-38.545084","95.69"
"-3.742021","-38.522752","736.12"
"-3.74202","-38.591272","244.57"
"-3.74202","-38.545161","63.8"
"-3.74202","-38.522752","79.19"
"-3.742018","-38.529421","249.13"
"-3.7420174","-38.5452412","44.25"
"-3.742007","-38.555037","324.40"
"-3.742006","-38.544603","45.79"
"-3.741999","-38.553374","20.89"
"-3.741995","-38.56508","94.67"
"-3.741995","-38.54527","30.89"
"-3.741988","-38.548158","62.79"
"-3.7419875","-38.5510652","209.70"
"-3.741978","-38.532104","110.52"
"-3.741974","-38.553157","34.88"
"-3.7419723","-38.5226029","135.95"
"-3.741971","-38.541817","151.19"
"-3.741969","-38.545089","142.37"
"-3.741967","-38.587506","2219.44"
"-3.741966","-38.555624","45.9"
"-3.741966","-38.530465","36.88"
"-3.741963","-38.547865","41"
"-3.7419625","-38.5556295","37.9"
"-3.741962","-38.528013","121.02"
"-3.741954","-38.553355","44.38"
"-3.741952","-38.522752","44.78"
"-3.741947","-38.522639","463.40"
"-3.7419467","-38.5226391","1918.30"
"-3.741946","-38.567831","59.69"
"-3.741945","-38.555628","37.58"
"-3.741945","-38.511057","68.79"
"-3.741942","-38.537159","37.88"
"-3.741937","-38.551795","111.09"
"-3.74193","-38.555626","791.72"
"-3.74193","-38.55326","93.59"
"-3.741929","-38.555626","121.49"
"-3.741928","-38.555116","174.89"
"-3.741925","-38.565709","507.18"
"-3.741921","-38.564025","124.55"
"-3.741919","-38.554576","818.44"
"-3.741914","-38.55246","49.4"
"-3.741911","-38.529392","27.48"
"-3.741908","-38.52276","260.85"
"-3.741896","-38.548045","187.60"
"-3.741888","-38.553147","82.68"
"-3.741879","-38.568341","1812.07"
"-3.741878","-38.564025","77.66"
"-3.741877","-38.529639","370.62"
"-3.741877","-38.522519","280.42"
"-3.7418757","-38.5635173","309.57"
"-3.741875","-38.529644","1636.68"
"-3.741871","-38.529294","95.69"
"-3.741869","-38.547622","153.29"
"-3.741863","-38.535433","139.03"
"-3.74186","-38.558802","37.88"
"-3.741857","-38.568965","61.7"
"-3.741855","-38.586409","397.83"
"-3.741854","-38.529636","274.94"
"-3.7418537","-38.5296364","29.9"
"-3.741851","-38.56332","90.69"
"-3.741848","-38.564014","32.89"
"-3.741848","-38.5454","1436.77"
"-3.741842","-38.547455","23.79"
"-3.741841","-38.545329","524.64"
"-3.741838","-38.563304","32.79"
"-3.741835","-38.567048","388.82"
"-3.741835","-38.529698","28.88"
"-3.741834","-38.529698","249.79"
"-3.741832","-38.555722","28.79"
"-3.741832","-38.541825","25.89"
"-3.741829","-38.565794","230.93"
"-3.741822","-38.534885","26.5"
"-3.741819","-38.554781","129.01"
"-3.741813","-38.545378","151.69"
"-3.741812","-38.592149","388.70"
"-3.741812","-38.565289","22.88"
"-3.741812","-38.522752","70.29"
"-3.741811","-38.545147","23.89"
"-3.7417995","-38.5468907","39.9"
"-3.741799","-38.593043","97.79"
"-3.74179","-38.556699","76.39"
"-3.74179","-38.549209","22.88"
"-3.74178","-38.568616","655.52"
"-3.7417762","-38.5688554","119.1"
"-3.741776","-38.568855","1608.31"
"-3.74177","-38.557625","30.89"
"-3.741767","-38.522594","38.88"
"-3.74176","-38.5648295","35.9"
"-3.74175980526162","-38.5467937644007","48"
"-3.741759","-38.567395","181.32"
"-3.741756","-38.554688","31.78"
"-3.741752","-38.537988","36.4"
"-3.741752","-38.537889","62.77"
"-3.74175","-38.562297","75.58"
"-3.741743","-38.564891","654.35"
"-3.741743","-38.534379","190.98"
"-3.741733","-38.532468","47.69"
"-3.741728","-38.566435","35.89"
"-3.741723","-38.554845","35.78"
"-3.741723","-38.552215","20.88"
"-3.741723","-38.535253","61.2"
"-3.741714","-38.567362","116.73"
"-3.741713","-38.568629","480.08"
"-3.741711","-38.564182","35.89"
"-3.741711","-38.562753","254.49"
"-3.741711","-38.550232","490.44"
"-3.741707","-38.564518","97.2"
"-3.741707","-38.564178","45.8"
"-3.741705","-38.547024","402.83"
"-3.741702","-38.557769","47.6"
"-3.7417","-38.547035","37.88"
"-3.741699","-38.563719","22.89"
"-3.741696","-38.553587","59.13"
"-3.741695","-38.554383","109.43"
"-3.741693","-38.5446","88.88"
"-3.74169","-38.53282","53.79"
"-3.74169","-38.53222","34.38"
"-3.741689","-38.549212","53.68"
"-3.741686","-38.532389","28.88"
"-3.741684","-38.564531","70.77"
"-3.741684","-38.546949","502.49"
"-3.741681","-38.593153","70.59"
"-3.741676","-38.562418","350.79"
"-3.741674","-38.564718","31.79"
"-3.7416734","-38.5688778","337.0"
"-3.741673","-38.568878","4859.42"
"-3.741668","-38.545201","932.52"
"-3.741667","-38.546954","282.73"
"-3.741656","-38.567397","162.18"
"-3.741656","-38.532291","39.9"
"-3.741647","-38.562787","26.39"
"-3.741647","-38.534828","38.88"
"-3.741646","-38.557781","287.84"
"-3.741643","-38.568819","56.8"
"-3.741638","-38.552229","44.4"
"-3.741638","-38.550397","29.88"
"-3.7416366","-38.5342232","71.8"
"-3.741631","-38.546821","92.56"
"-3.74163","-38.548101","320.74"
"-3.741629","-38.53422","41.38"
"-3.741615","-38.532519","511.88"
"-3.741615","-38.532518","244.14"
"-3.7416147","-38.5325185","111.6"
"-3.741613","-38.561803","101.81"
"-3.741612","-38.53252","90.58"
"-3.741604","-38.564264","214.68"
"-3.741604","-38.532449","68.67"
"-3.741601","-38.532452","84.58"
"-3.741599","-38.593556","47.79"
"-3.741597","-38.591407","95.69"
"-3.741597","-38.568896","245.16"
"-3.741596","-38.59142","36.68"
"-3.741596","-38.55102","711.44"
"-3.741593","-38.566766","45.2"
"-3.741587","-38.558662","38.59"
"-3.741586","-38.532524","178.28"
"-3.741583","-38.549042","1507.20"
"-3.74158","-38.558152","49.8"
"-3.741577","-38.555301","436.66"
"-3.741577","-38.522702","48.81"
"-3.74157","-38.547048","96.58"
"-3.741565","-38.549453","20.89"
"-3.741564","-38.549026","50.4"
"-3.741563","-38.556125","412.66"
"-3.741561","-38.566439","14.89"
"-3.74155","-38.591503","100.44"
"-3.741544","-38.567423","538.79"
"-3.741539","-38.567399","78.64"
"-3.741539","-38.534479","793.05"
"-3.741538","-38.567397","40.78"
"-3.741535","-38.56743","3560.42"
"-3.741535","-38.553695","248.56"
"-3.741532","-38.568448","57.8"
"-3.741532","-38.548675","89.7"
"-3.741531","-38.554067","77.6"
"-3.741531","-38.543765","1079.8"
"-3.741528","-38.552388","26.39"
"-3.741527","-38.564292","341.67"
"-3.741526","-38.567442","1777.05"
"-3.741526","-38.557842","70.79"
"-3.741526","-38.548038","38.38"
"-3.741525","-38.549281","232.98"
"-3.741525","-38.534086","49.09"
"-3.741521","-38.535451","40.01"
"-3.74152","-38.532409","249.78"
"-3.741517","-38.532409","91.69"
"-3.741516","-38.532597","28.88"
"-3.741515","-38.568562","137.69"
"-3.741515","-38.534148","31.88"
"-3.741513","-38.53574","90.65"
"-3.74151","-38.510077","62.29"
"-3.741506","-38.567438","1138.73"
"-3.741505","-38.589796","286.04"
"-3.741503","-38.532421","718.58"
"-3.741502","-38.534296","170.99"
"-3.741501","-38.568569","26.69"
"-3.7415004","-38.5518838","89.6"
"-3.7415","-38.586819","134.49"
"-3.741493","-38.566077","23.89"
"-3.741493","-38.548865","240.0"
"-3.74149","-38.548868","81.95"
"-3.741483","-38.548786","43.79"
"-3.74148","-38.555241","202.79"
"-3.741474","-38.591503","54.69"
"-3.741469","-38.563648","72.20"
"-3.741467","-38.530505","52.3"
"-3.741466","-38.569007","45.8"
"-3.741464","-38.567317","1941.59"
"-3.741463","-38.551178","226.86"
"-3.741461","-38.569187","113.29"
"-3.74146","-38.549793","421.84"
"-3.741459","-38.551609","61.79"
"-3.741458","-38.560081","187.79"
"-3.741457","-38.549686","59.8"
"-3.741454","-38.567529","504.49"
"-3.74145","-38.568519","350.87"
"-3.741449","-38.549883","457.51"
"-3.7414486","-38.5498825","55.3"
"-3.741432","-38.568547","51.79"
"-3.741431","-38.549568","312.82"
"-3.7414306","-38.5495677","49.8"
"-3.74143","-38.568557","37.88"
"-3.741422","-38.558502","32.89"
"-3.74142","-38.55165","52.89"
"-3.741414","-38.548295","278.6"
"-3.7414122","-38.5674894","201.3"
"-3.741412","-38.567489","96.67"
"-3.741412","-38.5243","100.29"
"-3.741411","-38.553374","35.88"
"-3.7414051","-38.5682421","139.66"
"-3.741405","-38.568242","2019.79"
"-3.741404","-38.568242","209.87"
"-3.741402","-38.567538","208.66"
"-3.741399","-38.533905","81.69"
"-3.741395","-38.533899","70.79"
"-3.741391","-38.553683","26.69"
"-3.741387","-38.555157","102.54"
"-3.741385","-38.568533","31.79"
"-3.741384","-38.568747","1290.32"
"-3.7413754","-38.5501729","42.8"
"-3.741375","-38.544368","66.2"
"-3.741365","-38.55339","23.89"
"-3.741363","-38.556872","43.79"
"-3.741354","-38.544348","36.78"
"-3.741348","-38.56897","703.87"
"-3.741347","-38.534166","73.59"
"-3.741345","-38.521102","82.29"
"-3.741335","-38.567617","454.07"
"-3.741331","-38.551552","673.80"
"-3.74133","-38.534118","219.98"
"-3.741328","-38.567534","474.94"
"-3.741323","-38.52978","930.73"
"-3.741319","-38.548584","217.60"
"-3.741315","-38.569203","551.01"
"-3.741311","-38.54925","32.89"
"-3.74131","-38.568733","538.80"
"-3.741309","-38.558492","112.49"
"-3.741308","-38.527641","111.76"
"-3.741306","-38.565943","46.8"
"-3.741306","-38.550076","1198.54"
"-3.741305","-38.53571","76.74"
"-3.741296","-38.5692","115.6"
"-3.741292","-38.531933","29.78"
"-3.741289","-38.568355","374.38"
"-3.741288","-38.559455","3602.87"
"-3.7412879","-38.5594545","1394.61"
"-3.741284","-38.565832","86.69"
"-3.741283","-38.568978","30.89"
"-3.741282","-38.551854","90.49"
"-3.741282","-38.534128","5990.49"
"-3.741274","-38.534083","23.89"
"-3.741269","-38.551699","26.9"
"-3.741268","-38.534289","33.88"
"-3.741263","-38.532468","177.25"
"-3.741261","-38.564423","36.88"
"-3.74126","-38.535587","686.15"
"-3.7412596","-38.5342999","124.6"
"-3.741257","-38.562325","42.6"
"-3.741257","-38.534156","135.59"
"-3.741254","-38.562467","130.37"
"-3.741253","-38.534155","150.74"
"-3.741252","-38.556129","188.08"
"-3.741251","-38.562467","69.99"
"-3.741244","-38.534113","262.49"
"-3.74124","-38.534145","161.44"
"-3.741237","-38.534184","1867.10"
"-3.741234","-38.552418","354.34"
"-3.741232","-38.534484","53.6"
"-3.74123","-38.568971","21.49"
"-3.7412277","-38.5669247","105.0"
"-3.741224","-38.53422","265.95"
"-3.741222","-38.559525","167.18"
"-3.741221","-38.532182","53.79"
"-3.74122","-38.56527","187.23"
"-3.741218","-38.534154","146.42"
"-3.741213","-38.55245","68.79"
"-3.741212","-38.568331","1651.77"
"-3.741207","-38.56875","126.48"
"-3.741204","-38.562456","48.09"
"-3.741202","-38.558859","514.75"
"-3.7412","-38.566088","23.89"
"-3.7412","-38.564774","110.45"
"-3.741198","-38.533752","63.76"
"-3.741193","-38.534114","634.02"
"-3.741191","-38.534404","36.78"
"-3.741186","-38.555902","562.75"
"-3.741185","-38.534179","57.69"
"-3.741176","-38.544532","163.18"
"-3.7411736","-38.5689071","170.92"
"-3.741173","-38.534068","28.78"
"-3.741169","-38.553827","115.97"
"-3.741169","-38.534133","383.20"
"-3.741168","-38.562288","90.69"
"-3.741167","-38.528026","60.71"
"-3.741165","-38.532817","70.69"
"-3.741165","-38.531878","35.88"
"-3.741164","-38.536587","73.18"
"-3.741162","-38.56833","844.38"
"-3.741162","-38.534123","1254.52"
"-3.741158","-38.554973","99.5"
"-3.741157","-38.556648","251.57"
"-3.741153","-38.56815","133.44"
"-3.741153","-38.568128","30.89"
"-3.741153","-38.529869","108.59"
"-3.741152","-38.541891","105.39"
"-3.741151","-38.556634","441.76"
"-3.741145","-38.535727","27.49"
"-3.741142","-38.555917","58.79"
"-3.741142","-38.551148","29.88"
"-3.741142","-38.50972","61.69"
"-3.741141","-38.534274","318.22"
"-3.74114","-38.557455","37.18"
"-3.74113","-38.547722","37.88"
"-3.74113","-38.532642","247.98"
"-3.741124","-38.568189","92.68"
"-3.741123","-38.568372","444.06"
"-3.741121","-38.533811","46.29"
"-3.74112","-38.568379","492.13"
"-3.74112","-38.568188","46.9"
"-3.741117","-38.566865","680.97"
"-3.741115","-38.548431","74.69"
"-3.741111","-38.523306","51.59"
"-3.741105","-38.56681","91.9"
"-3.741104","-38.587309","693.50"
"-3.741103","-38.568115","199.74"
"-3.741097","-38.568163","301.97"
"-3.741096","-38.568154","195.32"
"-3.741095","-38.534384","132.39"
"-3.741091","-38.55779","1626.63"
"-3.741077","-38.534135","53.8"
"-3.741076","-38.530056","81.94"
"-3.74107","-38.547292","368.68"
"-3.74107","-38.539546","35.89"
"-3.741069","-38.564014","28.49"
"-3.741067","-38.551131","32.89"
"-3.741066","-38.547722","56.14"
"-3.741058","-38.518127","37.88"
"-3.741057","-38.534315","36.8"
"-3.741052","-38.567212","535.38"
"-3.741049","-38.551875","57.3"
"-3.741047","-38.535864","30.89"
"-3.741047","-38.533987","62.79"
"-3.741043","-38.547865","46.79"
"-3.741042","-38.551869","36.8"
"-3.741039","-38.523316","372.65"
"-3.7410358","-38.5445989","26.9"
"-3.741034","-38.593902","237.69"
"-3.741034","-38.567897","179.29"
"-3.741034","-38.566108","145.80"
"-3.74103","-38.54452","418.29"
"-3.741023","-38.56886","59.79"
"-3.741023","-38.554214","30.48"
"-3.741014","-38.533984","49.09"
"-3.741013","-38.533981","827.54"
"-3.741012","-38.539485","47.79"
"-3.741011","-38.568152","32.89"
"-3.741011","-38.564553","52.1"
"-3.741007","-38.568213","282.65"
"-3.741003","-38.55766","478.84"
"-3.741003","-38.541893","92.38"
"-3.741","-38.542292","71.67"
"-3.740991","-38.568016","120.39"
"-3.740991","-38.56455","45.89"
"-3.7409894","-38.5339659","1102.77"
"-3.740989","-38.533966","333.78"
"-3.7409887","-38.5639986","899.38"
"-3.740988","-38.544484","558.51"
"-3.7409871","-38.5339556","45.8"
"-3.740987","-38.533956","6632.56"
"-3.740987","-38.533955","2095.62"
"-3.740985","-38.592018","106.47"
"-3.740984","-38.551226","46.7"
"-3.740982","-38.590427","183.30"
"-3.740982","-38.568228","64.8"
"-3.740979","-38.533765","57.39"
"-3.740973","-38.568289","287.67"
"-3.74097","-38.565929","75.27"
"-3.740968","-38.591561","253.97"
"-3.740963","-38.565399","330.85"
"-3.740955","-38.554724","26.88"
"-3.740954","-38.531614","1425.90"
"-3.740946","-38.570067","53.8"
"-3.740946","-38.542403","92.46"
"-3.740943","-38.548883","82.8"
"-3.740935","-38.542669","88.2"
"-3.74093","-38.536833","1240.11"
"-3.740928","-38.556133","316.98"
"-3.740928","-38.545568","27.88"
"-3.740924","-38.567946","53.98"
"-3.740922","-38.533941","451.94"
"-3.740918","-38.557644","409.83"
"-3.740912","-38.568263","585.21"
"-3.740909","-38.541962","75.94"
"-3.740909","-38.530591","254.95"
"-3.740906","-38.565281","266.90"
"-3.740903","-38.558312","650.15"
"-3.740902","-38.550132","294.75"
"-3.740893","-38.567218","69.69"
"-3.740888","-38.562366","64.79"
"-3.740884","-38.557852","36.8"
"-3.740883","-38.563761","81.2"
"-3.740883","-38.548347","45.8"
"-3.740879","-38.55503","49.4"
"-3.740879","-38.553337","45.8"
"-3.740878","-38.548354","35.79"
"-3.740878","-38.536818","96.83"
"-3.740871","-38.554558","95.69"
"-3.740869","-38.562531","189.10"
"-3.74086","-38.54972","288.00"
"-3.740857","-38.566528","171.01"
"-3.740857","-38.549609","54.79"
"-3.740849","-38.553789","1386.19"
"-3.7408475","-38.5603464","44.8"
"-3.740846","-38.533811","23.89"
"-3.740844","-38.529139","26.88"
"-3.740843","-38.566469","97.58"
"-3.740842","-38.56649","318.42"
"-3.74084","-38.54367","93.8"
"-3.7408391","-38.5475164","73.6"
"-3.740839","-38.547516","70.69"
"-3.740835","-38.555579","520.27"
"-3.740831","-38.566761","81.59"
"-3.740827","-38.552901","512.33"
"-3.740821","-38.552055","38.08"
"-3.740818","-38.511837","106.58"
"-3.74081","-38.548769","47.4"
"-3.740809","-38.563104","79.57"
"-3.740809","-38.562008","69.76"
"-3.740808","-38.565084","36.88"
"-3.740805","-38.566285","69.1"
"-3.7408045","-38.5242528","21.79"
"-3.740803","-38.554752","26.88"
"-3.740801","-38.530529","118.99"
"-3.740798","-38.56639","202.95"
"-3.740795","-38.546993","46.9"
"-3.740791","-38.56365","43.89"
"-3.740789","-38.546652","41.89"
"-3.740782","-38.555236","67.79"
"-3.740775","-38.555321","22.88"
"-3.740774","-38.566473","48.89"
"-3.740766","-38.534242","49.89"
"-3.740765","-38.533853","174.99"
"-3.740764","-38.563369","83.76"
"-3.740763","-38.563357","30.88"
"-3.740762","-38.544679","58.79"
"-3.740761","-38.563358","70.59"
"-3.740758","-38.569248","170.38"
"-3.740757","-38.547016","47.89"
"-3.740756","-38.535443","20.88"
"-3.740755","-38.541177","49.4"
"-3.740752","-38.547122","37.81"
"-3.740745","-38.569252","172.29"
"-3.740745","-38.53571","25.88"
"-3.7407432","-38.5432885","314.8"
"-3.740734","-38.563375","160.14"
"-3.740731","-38.530151","51.24"
"-3.740727","-38.532178","27.48"
"-3.740723","-38.543618","32.88"
"-3.74072","-38.533607","26.88"
"-3.74071","-38.543619","63.89"
"-3.740703","-38.53062","61.28"
"-3.740701","-38.53065","199.74"
"-3.7406977","-38.5459154","164.5"
"-3.740696","-38.550342","33.88"
"-3.740683","-38.548952","27.89"
"-3.740677","-38.557159","118.59"
"-3.740673","-38.532067","89.77"
"-3.740669","-38.567438","155.36"
"-3.740669","-38.557988","180.27"
"-3.7406673","-38.5332453","60.7"
"-3.740667","-38.557216","141.36"
"-3.740663","-38.591896","226.52"
"-3.740659","-38.566978","1777.78"
"-3.740651","-38.591908","561.17"
"-3.74065","-38.591908","79.79"
"-3.740634","-38.566602","145.48"
"-3.740634","-38.53164","118.45"
"-3.74062","-38.557283","66.66"
"-3.740619","-38.550973","72.9"
"-3.740619","-38.547956","33.88"
"-3.740613","-38.546829","52.79"
"-3.740609","-38.535398","98.78"
"-3.740607","-38.559177","302.29"
"-3.740606","-38.56652","137.51"
"-3.7406","-38.548804","452.40"
"-3.740594","-38.586426","264.56"
"-3.740591","-38.55047","161.34"
"-3.74059","-38.533347","41.88"
"-3.740585","-38.553625","132.08"
"-3.740581","-38.562276","55.4"
"-3.74058","-38.545989","46.9"
"-3.74058","-38.543793","739.76"
"-3.740576","-38.562213","106.26"
"-3.740573","-38.555769","52.24"
"-3.740571","-38.542567","63.8"
"-3.740569","-38.564579","408.67"
"-3.740568","-38.562223","69.7"
"-3.74056","-38.532235","26.88"
"-3.740558","-38.544049","118.81"
"-3.740556","-38.552712","101.59"
"-3.740554","-38.551043","114.57"
"-3.740548","-38.548886","201.65"
"-3.740548","-38.5317","187.35"
"-3.740547","-38.562366","43.59"
"-3.740546","-38.543067","26.39"
"-3.740545","-38.5317","32.68"
"-3.740534","-38.555762","1194.95"
"-3.740531","-38.534399","100.69"
"-3.740522","-38.559147","222.82"
"-3.740519","-38.555362","31.79"
"-3.740518","-38.542576","33.88"
"-3.740516","-38.549632","29.88"
"-3.740514","-38.566812","65.67"
"-3.740513","-38.566581","31.79"
"-3.740512","-38.534438","638.60"
"-3.740504","-38.553957","325.27"
"-3.740497","-38.553922","39.88"
"-3.740497","-38.534331","36.88"
"-3.7404962","-38.5666877","50.8"
"-3.740496","-38.566688","30.79"
"-3.740494","-38.55647","341.02"
"-3.740493","-38.567913","873.48"
"-3.74049","-38.565504","26.69"
"-3.740486","-38.566704","138.92"
"-3.740482","-38.551044","123.0"
"-3.740481","-38.553872","405.61"
"-3.7404746","-38.5322115","124.6"
"-3.740474","-38.534351","45.4"
"-3.740466","-38.555759","66.79"
"-3.740463","-38.534356","31.88"
"-3.740462","-38.55382","478.43"
"-3.740456","-38.586386","32.88"
"-3.740452","-38.560273","117.29"
"-3.74044355","-38.56702991246179","118.6"
"-3.740443","-38.543537","51.79"
"-3.7404382","-38.5670594","1334.1"
"-3.740437","-38.55812","46.89"
"-3.740431","-38.546222","43.29"
"-3.74043","-38.549163","45.8"
"-3.74042","-38.556617","135.44"
"-3.740418","-38.5670937","506.4"
"-3.7404172","-38.5294928","297.33"
"-3.740417","-38.565261","166.2"
