"ven_lati","ven_long","ven_vlrnot"
"-3.734601","-38.558765","48.6"
"-3.734601","-38.551424","37.39"
"-3.7346","-38.568519","197.68"
"-3.734599","-38.579506","35.39"
"-3.734597","-38.540931","154.19"
"-3.734594","-38.547281","26.88"
"-3.734593","-38.564266","23.89"
"-3.734592","-38.53103","175.40"
"-3.734591","-38.546088","160.14"
"-3.734588","-38.533511","40.78"
"-3.734586","-38.533511","252.53"
"-3.734585","-38.530778","26.88"
"-3.734582","-38.54445","26.5"
"-3.734575","-38.54612","75.95"
"-3.734573","-38.541241","37.78"
"-3.734573","-38.530786","37.38"
"-3.734572","-38.563465","52.79"
"-3.73457","-38.573185","136.02"
"-3.73457","-38.541271","124.59"
"-3.734569","-38.550045","20.89"
"-3.734569","-38.550044","36.88"
"-3.734568","-38.552654","178.93"
"-3.734566","-38.546122","848.71"
"-3.734566","-38.53082","122.27"
"-3.734565","-38.57063","189.79"
"-3.734564","-38.531034","71.7"
"-3.734562","-38.538475","43.79"
"-3.734557","-38.557783","417.34"
"-3.734553","-38.551984","67.8"
"-3.734553","-38.550883","28.89"
"-3.734553","-38.548466","373.48"
"-3.734546","-38.555086","264.68"
"-3.734544","-38.550415","31.79"
"-3.734544","-38.546253","27.48"
"-3.7345436","-38.5586242","67.8"
"-3.7345432","-38.5786751","119.81"
"-3.734542","-38.549496","126.38"
"-3.734539","-38.568525","510.78"
"-3.734538","-38.542201","594.87"
"-3.734537","-38.578727","1108.72"
"-3.734536","-38.542227","75.29"
"-3.734529","-38.545145","20.89"
"-3.734524","-38.552687","69.72"
"-3.734521","-38.531003","54.89"
"-3.734521","-38.530293","99.78"
"-3.734519","-38.555733","27.48"
"-3.734512","-38.531002","431.48"
"-3.734511","-38.548449","44.79"
"-3.73451","-38.546051","20.89"
"-3.734508","-38.56744","169.16"
"-3.734508","-38.553121","124.65"
"-3.734507","-38.5311","465.64"
"-3.734501","-38.516087","52.89"
"-3.734498","-38.553122","231.64"
"-3.734496","-38.576004","23.89"
"-3.734496","-38.530759","41.88"
"-3.734495","-38.580594","92.49"
"-3.734493","-38.531031","202.07"
"-3.734492","-38.577691","48.89"
"-3.734491","-38.542693","122.39"
"-3.73449","-38.549026","57.89"
"-3.734489","-38.584796","48.69"
"-3.734489","-38.557714","52.89"
"-3.734489","-38.545054","95.7"
"-3.734489","-38.541177","33.88"
"-3.734486","-38.553088","72.66"
"-3.734485","-38.528216","26.69"
"-3.734482","-38.547783","26.69"
"-3.734475","-38.541275","21.88"
"-3.734471","-38.541286","54.77"
"-3.734469","-38.557326","186.24"
"-3.734465","-38.551433","113.64"
"-3.734461","-38.545728","18.88"
"-3.7344602","-38.5513398","65.7"
"-3.734459","-38.557803","38.78"
"-3.734459","-38.552192","111.27"
"-3.734457","-38.578676","86.59"
"-3.734456","-38.53098","54.8"
"-3.734453","-38.549455","103.56"
"-3.734452","-38.557294","33.88"
"-3.734452","-38.549455","36.8"
"-3.73445","-38.575922","137.48"
"-3.734443","-38.546775","179.2"
"-3.734442","-38.53143","28.79"
"-3.734439","-38.553071","35.79"
"-3.7344374","-38.5220568","473.3"
"-3.734437","-38.572959","45.8"
"-3.734437","-38.546624","60.77"
"-3.734437","-38.522057","624.94"
"-3.734434","-38.549744","253.78"
"-3.734433","-38.562594","489.94"
"-3.734429","-38.531363","76.53"
"-3.73442","-38.551353","286.19"
"-3.734419","-38.551353","270.98"
"-3.734418","-38.531097","243.97"
"-3.734412","-38.553229","118.87"
"-3.734411","-38.579365","27.88"
"-3.73441","-38.530913","48.79"
"-3.734407","-38.562585","111.59"
"-3.734407","-38.55595","40.8"
"-3.734407","-38.520377","39.78"
"-3.734402","-38.530953","47.79"
"-3.7344002","-38.5429861","242.55"
"-3.734397","-38.553746","105.08"
"-3.734396","-38.560765","79.58"
"-3.734393","-38.540296","144.5"
"-3.734391","-38.553332","30.89"
"-3.734387","-38.552645","20.89"
"-3.734386","-38.530893","40.31"
"-3.734384","-38.520339","115.68"
"-3.734377","-38.517961","189.65"
"-3.7343748","-38.5222047","88.7"
"-3.734373","-38.544378","216.17"
"-3.734372","-38.58399","63.69"
"-3.734372","-38.550805","183.08"
"-3.734372","-38.530979","47.31"
"-3.734371","-38.543131","270.75"
"-3.734361","-38.549336","39.8"
"-3.73436","-38.555959","105.48"
"-3.73436","-38.535984","53.59"
"-3.734358","-38.52901","37.88"
"-3.734356","-38.535492","33.68"
"-3.734355","-38.574951","94.79"
"-3.734355","-38.527548","39.8"
"-3.734351","-38.577798","23.89"
"-3.734346","-38.559431","363.40"
"-3.734345","-38.559431","45.8"
"-3.734345","-38.550886","69.79"
"-3.734345","-38.530919","357.72"
"-3.734344","-38.55311","101.68"
"-3.734344","-38.530903","34.89"
"-3.734339","-38.530928","67.39"
"-3.73433","-38.567311","77.66"
"-3.734329","-38.549335","72.45"
"-3.734327","-38.539644","191.16"
"-3.734326","-38.574141","404.77"
"-3.73432","-38.574146","69.95"
"-3.734319","-38.537961","34.78"
"-3.734317","-38.54934","51.79"
"-3.734316","-38.576076","26.88"
"-3.734316","-38.575016","90.79"
"-3.734315","-38.530926","53.79"
"-3.734311","-38.550216","749.38"
"-3.734309","-38.550968","101.20"
"-3.734307","-38.576466","39.78"
"-3.734307","-38.556039","116.44"
"-3.7343069","-38.5560386","101.43"
"-3.734305","-38.575475","23.89"
"-3.734304","-38.530901","45.8"
"-3.734302","-38.547205","199.18"
"-3.734298","-38.529104","58.79"
"-3.734296","-38.547149","190.7"
"-3.734295","-38.531305","74.69"
"-3.734294","-38.531094","33.88"
"-3.73429","-38.575593","33.88"
"-3.734286","-38.530929","45.79"
"-3.734285","-38.576639","78.68"
"-3.734285","-38.551993","26.88"
"-3.734278","-38.517816","47.79"
"-3.734274","-38.549394","72.58"
"-3.734271","-38.52425","118.59"
"-3.734271","-38.520297","84.94"
"-3.73427","-38.576683","2524.68"
"-3.734266","-38.548571","100.68"
"-3.734265","-38.5522244","41.9"
"-3.734263","-38.531106","35.29"
"-3.73426","-38.520377","1704.08"
"-3.734259","-38.548906","32.59"
"-3.734259","-38.520377","428.21"
"-3.734257","-38.531121","149.07"
"-3.734254","-38.556048","35.79"
"-3.734254","-38.530854","29.88"
"-3.734254","-38.524271","48.89"
"-3.734251","-38.548388","637.20"
"-3.734251","-38.540178","115.74"
"-3.73425","-38.548388","36.88"
"-3.734249","-38.530891","131.38"
"-3.734249","-38.53084","49.4"
"-3.734246","-38.548447","882.42"
"-3.734245","-38.548452","93.6"
"-3.734243","-38.55405","135.19"
"-3.734243","-38.542785","37.68"
"-3.734243","-38.537725","46.82"
"-3.734239","-38.53143","3539.37"
"-3.734239","-38.530946","36.88"
"-3.7342386","-38.5314298","59.8"
"-3.734235","-38.580041","27.89"
"-3.734232","-38.57632","17.9"
"-3.734232","-38.556011","20.88"
"-3.73423","-38.555279","280.74"
"-3.734229","-38.546204","23.89"
"-3.734229","-38.542584","276.64"
"-3.734227","-38.559259","194.28"
"-3.734227","-38.550686","236.87"
"-3.734227","-38.542762","34.89"
"-3.734227","-38.530934","421.61"
"-3.734225","-38.530698","113.38"
"-3.734223","-38.548982","29.89"
"-3.73422","-38.549021","333.28"
"-3.734218","-38.546122","39.8"
"-3.734217","-38.537818","2175.70"
"-3.734214","-38.544659","26.79"
"-3.734213","-38.53783","72.29"
"-3.734212","-38.574161","97.69"
"-3.7342093","-38.5803532","155.92"
"-3.734209","-38.545179","328.71"
"-3.734201","-38.535882","26.88"
"-3.7342","-38.524308","73.8"
"-3.734197","-38.581349","29.88"
"-3.734194","-38.546265","40.9"
"-3.73419","-38.537746","45.9"
"-3.734186","-38.553311","1117.40"
"-3.734186","-38.538772","40.9"
"-3.734185","-38.524322","48.89"
"-3.734185","-38.524321","58.39"
"-3.734184","-38.524315","295.39"
"-3.734184","-38.524291","321.25"
"-3.734182","-38.537826","97.78"
"-3.734179","-38.553012","198.5"
"-3.734179","-38.537841","74.39"
"-3.734176","-38.559013","30.89"
"-3.73417","-38.545814","19.89"
"-3.734166","-38.576689","233.35"
"-3.734166","-38.545896","60.67"
"-3.734166","-38.531878","43.59"
"-3.73416","-38.584947","68.79"
"-3.73416","-38.524237","1015.26"
"-3.734159","-38.546428","28.79"
"-3.734158","-38.538206","175.68"
"-3.734157","-38.537844","66.16"
"-3.734155","-38.550921","92.2"
"-3.734155","-38.549311","196.09"
"-3.734154","-38.54272","31.9"
"-3.734153","-38.579072","249.57"
"-3.734153","-38.576678","810.52"
"-3.734152","-38.528926","69.07"
"-3.734148","-38.55321","379.88"
"-3.7341478","-38.5532102","109.5"
"-3.734147","-38.577664","33.88"
"-3.734146","-38.576478","39.78"
"-3.734144","-38.582486","523.02"
"-3.734143","-38.576197","22.88"
"-3.734143","-38.563949","34.89"
"-3.7341386","-38.5490395","93.4"
"-3.734136","-38.558158","98.07"
"-3.734135","-38.548505","234.14"
"-3.734133","-38.537857","33.88"
"-3.734132","-38.531054","76.3"
"-3.73413","-38.553099","47.59"
"-3.73413","-38.545363","33.48"
"-3.734126","-38.531336","154.33"
"-3.734125","-38.543293","123.01"
"-3.734124","-38.546386","47.78"
"-3.734124","-38.531338","4863.26"
"-3.734123","-38.545929","61.72"
"-3.73412","-38.531389","838.68"
"-3.734119","-38.531389","48.79"
"-3.734117","-38.520377","141.72"
"-3.734116","-38.536405","56.8"
"-3.734114","-38.520227","148.83"
"-3.734106","-38.576988","49.37"
"-3.734106","-38.551329","97.29"
"-3.734104","-38.53781","66.79"
"-3.734097","-38.582473","44.3"
"-3.734097","-38.538064","30.88"
"-3.734097","-38.531372","119.48"
"-3.734096","-38.587977","58.79"
"-3.734093","-38.552657","45.9"
"-3.734089","-38.552122","133.89"
"-3.734088","-38.555493","33.88"
"-3.734088","-38.552121","833.76"
"-3.734086","-38.530875","35.88"
"-3.734079","-38.576015","23.89"
"-3.734078","-38.54282","134.4"
"-3.734077","-38.545964","28.89"
"-3.734076","-38.541688","34.79"
"-3.734074","-38.573506","627.98"
"-3.734074","-38.554101","168.28"
"-3.7340733","-38.5240316","107.49"
"-3.734073","-38.541676","420.41"
"-3.734073","-38.534494","84.17"
"-3.734073","-38.524032","49.89"
"-3.73407","-38.549771","157.61"
"-3.7340699","-38.5588749","30.9"
"-3.734069","-38.55032","39.7"
"-3.734065","-38.573463","95.7"
"-3.7340642","-38.5501523","179.15"
"-3.73406","-38.550983","85.69"
"-3.734059","-38.556008","44.24"
"-3.7340548","-38.5401962","173.6"
"-3.7340494","-38.5572401","46.8"
"-3.734048","-38.546788","734.21"
"-3.734047","-38.54124","59.8"
"-3.734043","-38.558148","65.66"
"-3.734042","-38.559307","26.79"
"-3.734041","-38.540183","47.89"
"-3.734041","-38.540182","23.89"
"-3.73404","-38.546581","677.30"
"-3.734039","-38.520915","135.28"
"-3.734036","-38.583889","55.29"
"-3.734031","-38.558105","53.67"
"-3.734029","-38.58045","36.88"
"-3.734028","-38.545957","219.79"
"-3.7340275","-38.5673544","204.4"
"-3.734027","-38.531189","210.91"
"-3.734023","-38.555086","137.44"
"-3.734022","-38.549632","25.89"
"-3.734018","-38.5532","61.78"
"-3.734018","-38.546465","36.88"
"-3.734017","-38.558186","47.4"
"-3.734017","-38.5532","1054.72"
"-3.734016","-38.559333","45.8"
"-3.734016","-38.5532","206.37"
"-3.734016","-38.534614","130.1"
"-3.734015","-38.535367","350.28"
"-3.734011","-38.546352","50.79"
"-3.734008","-38.531392","430.09"
"-3.734008","-38.53103","979.79"
"-3.7340077","-38.5310298","179.5"
"-3.734007","-38.553202","135.44"
"-3.734007","-38.53103","57.8"
"-3.734006","-38.544532","30.89"
"-3.734005","-38.531393","49.8"
"-3.734004","-38.543213","37.88"
"-3.734004","-38.531284","1094.19"
"-3.734","-38.551238","26.69"
"-3.734","-38.548978","64.6"
"-3.733999","-38.549796","1698.80"
"-3.733998","-38.531406","185.58"
"-3.7339903","-38.5495882","33.9"
"-3.73399","-38.551281","1460.80"
"-3.73399","-38.535362","50.79"
"-3.733989","-38.551281","194.15"
"-3.733984","-38.588004","1436.67"
"-3.733984","-38.559331","84.69"
"-3.733973","-38.545903","74.29"
"-3.7339708","-38.5518036","285.0"
"-3.73397","-38.545075","74.66"
"-3.73397","-38.535423","151.68"
"-3.733966","-38.546341","155.75"
"-3.733965","-38.539813","49.79"
"-3.733963","-38.549789","32.89"
"-3.7339626","-38.5497889","105.5"
"-3.733961","-38.574711","201.20"
"-3.733961","-38.529731","140.79"
"-3.733959","-38.558008","334.35"
"-3.733959","-38.546104","170.90"
"-3.733959","-38.531616","91.50"
"-3.733955","-38.552067","39.29"
"-3.733955","-38.552066","23.89"
"-3.733953","-38.567539","65.69"
"-3.733951","-38.573303","467.24"
"-3.733948","-38.574589","152.48"
"-3.7339471","-38.5349507","120.76"
"-3.733947","-38.578741","462.30"
"-3.733947","-38.57465","742.33"
"-3.733947","-38.534951","443.42"
"-3.733947","-38.53274","65.76"
"-3.733946","-38.558118","77.77"
"-3.733942","-38.548959","2604.87"
"-3.733942","-38.540846","44.79"
"-3.73394","-38.531181","60.99"
"-3.733935","-38.545946","317.95"
"-3.733933","-38.535073","47.02"
"-3.733928","-38.552163","67.58"
"-3.733925","-38.564592","50.79"
"-3.733921","-38.520926","41.38"
"-3.733916","-38.559402","43.8"
"-3.733913","-38.535096","1106.68"
"-3.733913","-38.523948","402.42"
"-3.733909","-38.559301","166.07"
"-3.733907","-38.550339","114.84"
"-3.733907","-38.5297","133.2"
"-3.7339067","-38.5503392","75.8"
"-3.733905","-38.538913","30.79"
"-3.733903","-38.54208","58.72"
"-3.7339","-38.564346","362.54"
"-3.7339","-38.549045","1951.07"
"-3.733898","-38.551939","40.28"
"-3.7338964","-38.5489523","36.38"
"-3.7338905","-38.5771409","65.6"
"-3.733889","-38.582756","144.39"
"-3.733887","-38.573164","51.89"
"-3.733886","-38.540058","532.25"
"-3.733885","-38.579998","215.6"
"-3.733882","-38.538649","44.29"
"-3.733882","-38.536324","44.8"
"-3.73388","-38.558906","154.67"
"-3.733876","-38.543239","122.4"
"-3.7338747","-38.5543846","46.9"
"-3.733874","-38.546019","372.46"
"-3.733872","-38.524149","418.69"
"-3.733868","-38.56757","128.93"
"-3.733865","-38.551291","43.4"
"-3.73386","-38.5459779","165.86"
"-3.7338592","-38.5502489","38.8"
"-3.733859","-38.550249","277.03"
"-3.733857","-38.580035","274.86"
"-3.733857","-38.565781","33.78"
"-3.733856","-38.537693","207.96"
"-3.733855","-38.535046","234.98"
"-3.73385","-38.564649","66.79"
"-3.733848","-38.563862","30.89"
"-3.733847","-38.5567189","33.9"
"-3.733845","-38.564653","61.09"
"-3.733844","-38.520997","463.32"
"-3.733843","-38.541045","121.58"
"-3.733842","-38.541045","44.9"
"-3.733841","-38.542347","93.48"
"-3.733839","-38.54485","130.59"
"-3.733838","-38.531362","33.88"
"-3.733837","-38.552388","231.32"
"-3.733837","-38.530647","72.29"
"-3.733833","-38.544204","23.89"
"-3.733832","-38.53122","132.8"
"-3.733829","-38.531295","33.89"
"-3.733827","-38.567623","43.79"
"-3.733822","-38.568152","23.89"
"-3.733822","-38.528218","27.49"
"-3.733815","-38.541148","31.79"
"-3.733815","-38.535064","70.29"
"-3.733812","-38.549071","232.26"
"-3.733811","-38.567688","33.88"
"-3.7338037","-38.580048","1275.17"
"-3.733803","-38.541436","36.78"
"-3.733797","-38.582607","306.27"
"-3.733792","-38.563669","256.72"
"-3.733789","-38.534986","54.76"
"-3.733786","-38.553988","45.9"
"-3.733782","-38.549003","72.26"
"-3.73378","-38.556765","42.9"
"-3.73378","-38.520952","700.02"
"-3.7337795","-38.5209522","292.98"
"-3.733779","-38.572639","30.88"
"-3.733779","-38.567397","121.13"
"-3.733778","-38.520955","430.35"
"-3.733777","-38.540388","93.57"
"-3.733777","-38.516154","70.69"
"-3.733775","-38.541485","113.80"
"-3.733775","-38.520911","172.38"
"-3.733774","-38.564377","26.5"
"-3.733771","-38.548145","228.24"
"-3.733762","-38.541444","41.58"
"-3.73376","-38.559035","410.12"
"-3.733759","-38.559035","41.88"
"-3.733758","-38.544778","26.79"
"-3.733756","-38.551051","191.48"
"-3.733748","-38.557178","191.57"
"-3.733738","-38.548752","149.29"
"-3.733737","-38.582819","753.43"
"-3.7337365","-38.5828188","1033.14"
"-3.733736","-38.530787","49.24"
"-3.733734","-38.520879","40.88"
"-3.733732","-38.547748","21.49"
"-3.733724","-38.553747","72.49"
"-3.733723","-38.559025","50.5"
"-3.7337227","-38.5590249","71.3"
"-3.733722","-38.55398","45.79"
"-3.733722","-38.551048","33.48"
"-3.733716","-38.545075","195.37"
"-3.733715","-38.567176","260.49"
"-3.733713","-38.542211","114.49"
"-3.7337101","-38.5375452","69.9"
"-3.733708","-38.547393","23.89"
"-3.733706","-38.545067","367.56"
"-3.733704","-38.54584","59.8"
"-3.733702","-38.534787","198.30"
"-3.733698","-38.542521","28.79"
"-3.733692","-38.567135","97.68"
"-3.733686","-38.549496","35.79"
"-3.733674","-38.556453","22.89"
"-3.733668","-38.536124","78.94"
"-3.733665","-38.532618","36.89"
"-3.733664","-38.567395","60.61"
"-3.733664","-38.567224","105.77"
"-3.733663","-38.535045","30.89"
"-3.733659","-38.547449","128.49"
"-3.733657","-38.54776","26.88"
"-3.733656","-38.5483369","119.99"
"-3.733656","-38.54807","29.88"
"-3.733656","-38.516747","152.39"
"-3.733654","-38.542404","123.9"
"-3.733652","-38.555914","495.02"
"-3.733646","-38.555973","35.79"
"-3.733643","-38.555917","53.8"
"-3.733639","-38.577055","26.69"
"-3.733639","-38.576137","58.77"
"-3.733633","-38.547906","24.48"
"-3.733632","-38.562789","58.79"
"-3.733627","-38.538545","3303.85"
"-3.733626","-38.552798","216.28"
"-3.733626","-38.551005","87.17"
"-3.733625","-38.556183","73.2"
"-3.733624","-38.535015","41.79"
"-3.733622","-38.538565","56.79"
"-3.733617","-38.548141","30.8"
"-3.733614","-38.567397","37.88"
"-3.7336139","-38.5673968","226.54"
"-3.733613","-38.567397","40.3"
"-3.733607","-38.559719","49.89"
"-3.733607","-38.538624","33.38"
"-3.7336065","-38.5386237","69.6"
"-3.733603","-38.544108","79.5"
"-3.733602","-38.567164","348.58"
"-3.7336","-38.557794","836.29"
"-3.733597","-38.567403","95.59"
"-3.733597","-38.567363","155.60"
"-3.733597","-38.563763","294.38"
"-3.733595","-38.547624","29.88"
"-3.733593","-38.567164","316.50"
"-3.733593","-38.555922","47.89"
"-3.73359","-38.56873","21.88"
"-3.7335861","-38.5548599","717.8"
"-3.733586","-38.568724","34.79"
"-3.7335859","-38.568724","99.5"
"-3.733585","-38.568724","56.59"
"-3.733584","-38.555337","38.88"
"-3.733576","-38.540426","41.9"
"-3.733575","-38.546793","233.55"
"-3.733573","-38.538645","81.8"
"-3.7335704","-38.5559114","36.3"
"-3.733568","-38.545024","147.95"
"-3.733565","-38.572682","195.48"
"-3.733558","-38.568586","96.56"
"-3.733556","-38.559453","44.89"
"-3.733551","-38.546685","40.31"
"-3.733548","-38.55956","31.78"
"-3.733548","-38.538608","48.79"
"-3.733546","-38.548326","64.2"
"-3.733544","-38.548387","163.09"
"-3.733538","-38.568661","47.89"
"-3.7335343","-38.579356","134.48"
"-3.733533","-38.568508","82.91"
"-3.733531","-38.559614","44.9"
"-3.733526","-38.580857","182.5"
"-3.733526","-38.579345","70.69"
"-3.7335256","-38.5793454","289.04"
"-3.733525","-38.559496","147.01"
"-3.7335244","-38.5265121","44.79"
"-3.7335231","-38.5594881","1055.5"
"-3.733523","-38.559488","455.88"
"-3.733522","-38.559746","716.54"
"-3.733521","-38.538582","43.89"
"-3.73352","-38.562856","64.77"
"-3.73352","-38.544244","33.79"
"-3.733517","-38.551232","22.89"
"-3.733514","-38.562852","48.89"
"-3.733514","-38.541167","54.77"
"-3.733513","-38.559552","716.60"
"-3.73351","-38.574443","90.57"
"-3.73351","-38.542442","152.46"
"-3.733509","-38.549093","59.71"
"-3.733507","-38.54756","83.61"
"-3.733506","-38.546909","82.69"
"-3.733503","-38.551025","20.88"
"-3.733499","-38.582467","153.38"
"-3.733498","-38.582467","1071.27"
"-3.733492","-38.5628","1339.09"
"-3.733488","-38.572686","95.14"
"-3.733488","-38.56373","120.6"
"-3.733486","-38.532241","49.3"
"-3.733484","-38.546665","89.29"
"-3.733479","-38.55602","583.00"
"-3.733478","-38.55602","188.38"
"-3.733478","-38.534065","64.79"
"-3.7334779","-38.5729229","34.9"
"-3.733476","-38.5573","50.24"
"-3.733475","-38.547359","29.89"
"-3.733473","-38.559511","3001.90"
"-3.733473","-38.528487","96.50"
"-3.733472","-38.565248","159.18"
"-3.733472","-38.551793","52.89"
"-3.733468","-38.532942","250.42"
"-3.733465","-38.562865","79.67"
"-3.733464","-38.547966","23.89"
"-3.733463","-38.543998","56.59"
"-3.733461","-38.559552","39.49"
"-3.733457","-38.546679","45.8"
"-3.733455","-38.568019","117.59"
"-3.733455","-38.559222","24.88"
"-3.733455","-38.552461","25.89"
"-3.733448","-38.568244","32.99"
"-3.733446","-38.546766","17.89"
"-3.733446","-38.542479","36.6"
"-3.733445","-38.574252","526.42"
"-3.733439","-38.559381","182.72"
"-3.733436","-38.557286","39.8"
"-3.733434","-38.568648","144.3"
"-3.733433","-38.559359","66.7"
"-3.733431","-38.552265","26.89"
"-3.733429","-38.551998","57.27"
"-3.733428","-38.559382","1506.12"
"-3.7334276","-38.5593824","59.8"
"-3.733427","-38.575788","307.14"
"-3.733423","-38.568077","57.39"
"-3.7334224","-38.5590427","37.9"
"-3.733416","-38.551047","20.89"
"-3.733411","-38.55941","1249.57"
"-3.73341","-38.545639","20.89"
"-3.733408","-38.549957","74.92"
"-3.733406","-38.549976","1986.75"
"-3.733405","-38.576166","111.58"
"-3.733405","-38.538128","33.79"
"-3.733404","-38.559356","59.6"
"-3.7334","-38.546593","175.71"
"-3.733399","-38.547886","22.89"
"-3.733399","-38.546593","35.3"
"-3.733398","-38.580652","45.8"
"-3.733397","-38.546603","47.82"
"-3.733396","-38.559548","28.89"
"-3.733395","-38.574278","56.79"
"-3.733394","-38.574278","40.9"
"-3.73339","-38.580765","33.48"
"-3.733389","-38.550085","54.58"
"-3.733389","-38.522131","834.00"
"-3.733387","-38.527209","62.19"
"-3.733386","-38.562832","6040.84"
"-3.733383","-38.530211","67.79"
"-3.7333822","-38.5682464","115.18"
"-3.733381","-38.576408","143.98"
"-3.733378","-38.547685","705.88"
"-3.733377","-38.55936","262.38"
"-3.733377","-38.548722","134.81"
"-3.733376","-38.548225","285.01"
"-3.7333759","-38.5768942","346.94"
"-3.733375","-38.562835","585.89"
"-3.733375","-38.557151","33.88"
"-3.7333731","-38.5628406","29.9"
"-3.733373","-38.568252","102.47"
"-3.733373","-38.562841","2889.26"
"-3.733373","-38.522138","652.38"
"-3.733372","-38.56824","1374.42"
"-3.733369","-38.555996","73.6"
"-3.733368","-38.516823","56.89"
"-3.733367","-38.557069","60.56"
"-3.733364","-38.568263","52.7"
"-3.733362","-38.568596","38.38"
"-3.73336","-38.549968","123.46"
"-3.733359","-38.574497","43.79"
"-3.733353","-38.562767","105.58"
"-3.73335","-38.5596","49.89"
"-3.733347","-38.56283","797.71"
"-3.733346","-38.547947","24.88"
"-3.733346","-38.546787","103.37"
"-3.733346","-38.544766","43.89"
"-3.733342","-38.547722","40.9"
"-3.733342","-38.546771","127.07"
"-3.733341","-38.562795","121.95"
"-3.733331","-38.538713","50.9"
"-3.73333","-38.574734","373.46"
"-3.733324","-38.542333","145.89"
"-3.733322","-38.562591","43.4"
"-3.73332","-38.554394","119.36"
"-3.733317","-38.559641","269.59"
"-3.733315","-38.54348","70.67"
"-3.733313","-38.562888","538.24"
"-3.733312","-38.548863","167.68"
"-3.733309","-38.548329","26.88"
"-3.733305","-38.56288","295.88"
"-3.733301","-38.546535","154.04"
"-3.733294","-38.546707","79.67"
"-3.733293","-38.558746","55.6"
"-3.733291","-38.537582","67.69"
"-3.733289","-38.567099","147.04"
"-3.733286","-38.559516","118.77"
"-3.7332859","-38.5595157","977.0"
"-3.73328","-38.537539","81.65"
"-3.7332774","-38.5409508","61.8"
"-3.733275","-38.578864","34.68"
"-3.733275","-38.537957","140.52"
"-3.733271","-38.565355","47.78"
"-3.733271","-38.545759","36.78"
"-3.7332707","-38.5523061","105.1"
"-3.733264","-38.562811","29.79"
"-3.733262","-38.552432","27.9"
"-3.733262","-38.538602","30.88"
"-3.733262","-38.53513","49.89"
"-3.733259","-38.541651","81.48"
"-3.73325","-38.553908","69.59"
"-3.733249","-38.564973","31.88"
"-3.733249","-38.547019","74.77"
"-3.733247","-38.546919","115.7"
"-3.733245","-38.559649","158.46"
"-3.733239","-38.559272","35.59"
"-3.733236","-38.544093","177.3"
"-3.733235","-38.538609","66.79"
"-3.733234","-38.575022","180.27"
"-3.733233","-38.53739","29.88"
"-3.733232","-38.554223","53.8"
"-3.733232","-38.538146","37.88"
"-3.733224","-38.537509","767.48"
"-3.733222","-38.537509","75.39"
"-3.733221","-38.56413","44.8"
"-3.733221","-38.553861","198.34"
"-3.73322","-38.568591","225.20"
"-3.73322","-38.564585","30.89"
"-3.733217","-38.573394","242.64"
"-3.733217","-38.573246","74.8"
"-3.733216","-38.542375","440.48"
"-3.733209","-38.537556","65.2"
"-3.7332087","-38.5375558","142.72"
"-3.733206","-38.549778","38.88"
"-3.733203","-38.565352","26.79"
"-3.733202","-38.538041","40.29"
"-3.7332","-38.564041","23.89"
"-3.733194","-38.567211","126.39"
"-3.73319","-38.548872","41.88"
"-3.733184","-38.540019","37.88"
"-3.733181","-38.550037","487.91"
"-3.733181","-38.550012","43.9"
"-3.73318","-38.566633","34.89"
"-3.733174","-38.565374","67.76"
"-3.733173","-38.542074","735.01"
"-3.733172","-38.542074","73.68"
"-3.73316","-38.550186","98.7"
"-3.733157","-38.565425","31.88"
"-3.733155","-38.559575","145.59"
"-3.733147","-38.536613","186.74"
"-3.733145","-38.579008","33.88"
"-3.7331448","-38.4990685","30.8"
"-3.733142","-38.548243","27.89"
"-3.733141","-38.5463","189.64"
"-3.73314","-38.546447","69.67"
"-3.733139","-38.550482","35.8"
"-3.733134","-38.533198","26.88"
"-3.733131","-38.546913","204.37"
"-3.73313","-38.549965","32.88"
"-3.7331259","-38.5474446","107.1"
"-3.733112","-38.546942","42.9"
"-3.733112","-38.539626","27.88"
"-3.733104","-38.545622","95.59"
"-3.733103","-38.543896","26.88"
"-3.733097","-38.540848","87.49"
"-3.7330964","-38.572815","293.1"
"-3.733096","-38.572815","346.16"
"-3.733096","-38.548019","16.89"
"-3.733094","-38.5505","178.51"
"-3.733088","-38.5641","56.65"
"-3.733088","-38.558016","88.58"
"-3.733086","-38.54634","149.26"
"-3.733086","-38.54592","317.28"
"-3.733085","-38.550492","38.79"
"-3.733083","-38.519766","46.79"
"-3.733079","-38.550517","695.80"
"-3.733073","-38.546778","86.69"
"-3.733062","-38.547432","63.8"
"-3.733062","-38.545157","23.89"
"-3.733061","-38.545597","44.92"
"-3.733053","-38.545466","69.8"
"-3.733052","-38.540868","72.7"
"-3.733052","-38.540867","72.79"
"-3.733047","-38.550517","39.8"
"-3.733044","-38.547919","102.39"
"-3.733041","-38.542005","110.39"
"-3.73304","-38.57694","49.81"
"-3.733034","-38.546141","76.69"
"-3.733034","-38.545805","35.4"
"-3.733032","-38.521059","341.56"
"-3.733031","-38.533848","88.49"
"-3.73303","-38.537769","550.73"
"-3.7330282","-38.5483676","41.8"
"-3.733026","-38.548165","290.25"
"-3.733023","-38.547402","264.25"
"-3.733022","-38.540947","165.69"
"-3.73302","-38.533257","27.89"
"-3.733018","-38.548922","197.20"
"-3.733012","-38.550196","41.88"
"-3.733011","-38.550461","90.66"
